40000000	0.0450058 1.96701
126000000	0.140547 1.95944
212000000	0.237098 1.96407
298000000	0.332698 1.96359
384000000	0.429364 1.96498
470000000	0.531602 1.97827
556000000	0.622276 1.97067
642000000	0.717836 1.97289
728000000	0.81715 1.97473
814000000	0.924408 1.96035
