40000000	0.0876014 1.01056
126000000	0.275848 0.998354
212000000	0.46261 1.00663
298000000	0.657278 0.993923
384000000	0.841228 1.00293
470000000	1.04165 1.0096
556000000	1.22253 1.00308
642000000	1.40565 1.00751
728000000	1.60891 1.00295
814000000	1.79871 1.00748
