40000000	0.0235704 3.75585
126000000	0.0728232 3.78168
212000000	0.121563 3.83075
298000000	0.171377 3.81197
384000000	0.220794 3.82117
470000000	0.27196 3.86693
556000000	0.317722 3.85966
642000000	0.368608 3.84205
728000000	0.417372 3.86622
814000000	0.465564 3.8924
