520	0.68301
584	0.963862
648	1.31555
712	1.74356
776	2.2574
840	2.87032
904	3.58872
968	4.443
1032	5.36202
1096	6.44988
1160	7.74898
1224	9.27512
1288	11.0396
1352	13.0085
1416	15.4188
1480	17.9702
