520	0.191797 3.56111
584	0.260346 3.70223
648	0.356048 3.69487
712	0.467792 3.72721
776	0.600628 3.7584
840	0.760476 3.77437
904	0.949822 3.77831
968	1.16327 3.81941
1032	1.40184 3.82499
1096	1.68219 3.83422
1160	2.03028 3.81671
1224	2.42176 3.82991
1288	2.85898 3.86138
1352	3.40304 3.82261
1416	3.98942 3.86492
1480	4.65564 3.85988
