576	27.8636 197825442 415637	 23.9294 24352659  125334
592	29.9484 234809903 439003	 25.8628 26441280  132348
608	32.5958 240237784 463009	 27.9886 28618093  139554
624	35.0354 275115424 487655	 30.2452 30934413  146952
640	39.5514 266816366 512941	 32.647 33337690  154542
656	41.1258 319802427 538867	 35.2344 35909818  162324
